n,p,ncpus,nthreads,seed,num_clusters,max_cluster,rperc,cperc,init_time,perc_time,tjoin_time,recv_time,pjoin_time,total_time
1000,0.400000,2,8,241311,105773,102,0,0,0.101326,0.079423,0.048775,0.014775,0.012719,0.266463
1000,0.600000,2,1,241311,25657,450929,1,1,0.077279,0.147213,0.000000,0.006305,0.016019,0.247277
1000,0.600000,2,2,241311,25657,450929,1,1,0.078926,0.080488,0.008125,0.005971,0.016065,0.190264
1000,0.600000,2,4,241311,25657,450929,1,1,0.081171,0.048777,0.023142,0.004470,0.016517,0.175336
1000,0.600000,2,8,241311,25657,450929,1,1,0.079430,0.028668,0.060220,0.006661,0.017358,0.194728
1000,0.800000,2,1,241311,1506,797774,1,1,0.073710,0.049985,0.000000,0.001419,0.001679,0.126814
1000,0.800000,2,2,241311,1506,797774,1,1,0.079072,0.032968,0.000692,0.001966,0.001795,0.116525
1000,0.800000,2,4,241311,1506,797774,1,1,0.072695,0.039074,0.002161,0.001568,0.001621,0.117172
1000,0.800000,2,8,241311,1506,797774,1,1,0.086107,0.016112,0.006049,0.002004,0.001868,0.112244
1000,1.000000,2,1,241311,1,1000000,1,1,0.078035,0.049691,0.000000,0.001457,0.000070,0.129256
1000,1.000000,2,2,241311,1,1000000,1,1,0.076095,0.023976,0.000076,0.001772,0.000077,0.101999
1000,1.000000,2,4,241311,1,1000000,1,1,0.124700,0.019874,0.000192,0.001315,0.000097,0.146183
1000,1.000000,2,8,241311,1,1000000,1,1,0.090374,0.012740,0.000448,0.001403,0.000082,0.105052
1500,0.000000,2,1,241311,0,0,0,0,0.117057,0.004339,0.000000,0.001436,0.000011,0.122844
1500,0.000000,2,2,241311,0,0,0,0,0.123528,0.002633,0.000010,0.001393,0.000010,0.127574
1500,0.000000,2,4,241311,0,0,0,0,0.117608,0.004975,0.000020,0.001263,0.000011,0.123877
1500,0.000000,2,8,241311,0,0,0,0,0.116243,0.007078,0.000045,0.001408,0.000013,0.124788
1500,0.200000,2,1,241311,273015,25,0,0,0.127972,1.816399,0.000001,0.011428,0.007540,1.967322
1500,0.200000,2,2,241311,273015,25,0,0,0.119342,0.927655,0.004123,0.011385,0.007291,1.075954
1500,0.200000,2,4,241311,273015,25,0,0,0.129318,0.489762,0.011785,0.015893,0.007187,0.663513
1500,0.200000,2,8,241311,273015,25,0,0,0.140112,0.271839,0.023065,0.025978,0.007331,0.485685
1500,0.400000,2,1,241311,238068,135,0,0,0.124491,1.559058,0.000001,0.014913,0.031716,1.734600
1500,0.400000,2,2,241311,238068,135,0,0,0.125970,0.838952,0.015544,0.015433,0.032694,1.037074
1500,0.400000,2,4,241311,238068,135,0,0,0.136883,0.472966,0.057033,0.015918,0.036114,0.731314
1500,0.400000,2,8,241311,238068,135,0,0,0.149929,0.281175,0.126037,0.015365,0.031411,0.627044
1500,0.600000,2,1,241311,57675,999672,1,1,0.134796,0.467659,0.000000,0.006814,0.034500,0.644587
1500,0.600000,2,2,241311,57675,999672,1,1,0.148283,0.251646,0.019277,0.007183,0.034572,0.462299
1500,0.600000,2,4,241311,57675,999672,1,1,0.138819,0.145936,0.054811,0.007170,0.034490,0.383626
1500,0.600000,2,8,241311,57675,999672,1,1,0.133631,0.080587,0.131361,0.012745,0.034787,0.397667
1500,0.800000,2,1,241311,3266,1795195,1,1,0.123365,0.132733,0.000000,0.002175,0.002356,0.260670
1500,0.800000,2,2,241311,3266,1795195,1,1,0.130897,0.073995,0.002015,0.002081,0.002452,0.211498
1500,0.800000,2,4,241311,3266,1795195,1,1,0.123234,0.050761,0.004591,0.002111,0.002417,0.183218
1500,0.800000,2,8,241311,3266,1795195,1,1,0.145897,0.034573,0.010780,0.001939,0.002591,0.195954
1500,1.000000,2,1,241311,1,2250000,1,1,0.128773,0.111033,0.000000,0.001517,0.000103,0.241431
1500,1.000000,2,2,241311,1,2250000,1,1,0.123153,0.058030,0.000108,0.001482,0.000111,0.182889
1500,1.000000,2,4,241311,1,2250000,1,1,0.132350,0.059821,0.000275,0.001453,0.000119,0.194025
1500,1.000000,2,8,241311,1,2250000,1,1,0.121706,0.021613,0.000670,0.001632,0.000123,0.145750
2000,0.000000,2,1,241311,0,0,0,0,0.173804,0.007715,0.000000,0.001832,0.000015,0.183366
2000,0.000000,2,2,241311,0,0,0,0,0.172165,0.004517,0.000012,0.004581,0.000014,0.181291
2000,0.000000,2,4,241311,0,0,0,0,0.170855,0.010566,0.000030,0.001414,0.000016,0.182881
2000,0.000000,2,8,241311,0,0,0,0,0.173915,0.011209,0.000062,0.001479,0.000017,0.186681
2000,0.200000,2,1,241311,485620,26,0,0,0.186969,4.195399,0.000001,0.019166,0.013198,4.422657
2000,0.200000,2,2,241311,485620,26,0,0,0.195635,2.252243,0.007042,0.018278,0.013379,2.498903
2000,0.200000,2,4,241311,485620,26,0,0,0.242127,1.142995,0.029412,0.021781,0.012123,1.472632
2000,0.200000,2,8,241311,485620,26,0,0,0.187522,0.627278,0.048443,0.038841,0.011363,0.942815
2000,0.400000,2,1,241311,424011,115,0,0,0.214077,3.650887,0.000001,0.024567,0.059440,3.959081
2000,0.400000,2,2,241311,424011,115,0,0,0.221598,1.931534,0.027650,0.025017,0.054405,2.272725
2000,0.400000,2,4,241311,424011,115,0,0,0.227925,1.071035,0.090582,0.024335,0.055582,1.492292
2000,0.400000,2,8,241311,424011,115,0,0,0.208637,0.573459,0.203112,0.051328,0.053530,1.179492
2000,0.600000,2,1,241311,101346,1828500,1,1,0.199088,1.033840,0.000001,0.019753,0.062980,1.317588
2000,0.600000,2,2,241311,101346,1828500,1,1,0.260884,0.603370,0.031301,0.013266,0.062894,0.974415
2000,0.600000,2,4,241311,101346,1828500,1,1,0.244157,0.318137,0.112134,0.013461,0.073062,0.766584
2000,0.600000,2,8,241311,101346,1828500,1,1,0.234838,0.181963,0.266326,0.013246,0.073027,0.779365
2000,0.800000,2,1,241311,5647,3191464,1,1,0.219642,0.280669,0.000000,0.002229,0.003718,0.506340
2000,0.800000,2,2,241311,5647,3191464,1,1,0.210915,0.141700,0.003061,0.002288,0.003643,0.361717
2000,0.800000,2,4,241311,5647,3191464,1,1,0.197292,0.105597,0.009876,0.002304,0.004262,0.319553
2000,0.800000,2,8,241311,5647,3191464,1,1,0.193676,0.049099,0.018548,0.002295,0.003667,0.267600
2000,1.000000,2,1,241311,1,4000000,1,1,0.178892,0.203802,0.000000,0.001487,0.000136,0.384324
2000,1.000000,2,2,241311,1,4000000,1,1,0.180693,0.109609,0.000156,0.001522,0.000152,0.292138
2000,1.000000,2,4,241311,1,4000000,1,1,0.183866,0.076880,0.000412,0.001510,0.000149,0.262823
2000,1.000000,2,8,241311,1,4000000,1,1,0.180458,0.047218,0.000834,0.001480,0.000143,0.230140
2500,0.000000,2,1,241311,0,0,0,0,0.248866,0.011246,0.000000,0.003434,0.000018,0.263564
2500,0.000000,2,2,241311,0,0,0,0,0.253314,0.006163,0.000017,0.003480,0.000018,0.262992
2500,0.000000,2,4,241311,0,0,0,0,0.246920,0.014435,0.000037,0.001087,0.000019,0.262498
2500,0.000000,2,8,241311,0,0,0,0,0.253437,0.011608,0.000067,0.001052,0.000018,0.266182
2500,0.200000,2,1,241311,759542,28,0,0,0.282866,7.986093,0.000001,0.027889,0.020899,8.330258
2500,0.200000,2,2,241311,759542,28,0,0,0.271003,4.322013,0.010366,0.027195,0.017745,4.665008
2500,0.200000,2,4,241311,759542,28,0,0,0.320045,2.183366,0.034624,0.091489,0.018174,2.680419
2500,0.200000,2,8,241311,759542,28,0,0,0.285833,1.227766,0.079972,0.059840,0.018128,1.728207
2500,0.400000,2,1,241311,663708,139,0,0,0.364436,7.371654,0.000001,0.036866,0.087847,7.873378
2500,0.400000,2,2,241311,663708,139,0,0,0.338167,3.773509,0.045073,0.037745,0.088018,4.301614
2500,0.400000,2,4,241311,663708,139,0,0,0.325203,1.989177,0.141285,0.040223,0.088275,2.619654
2500,0.400000,2,8,241311,663708,139,0,0,0.301399,1.098108,0.345696,0.089889,0.087738,1.988912
2500,0.600000,2,1,241311,159114,2865668,1,1,0.318530,1.949526,0.000001,0.021822,0.104226,2.397098
2500,0.600000,2,2,241311,159114,2865668,1,1,0.305856,1.046730,0.053175,0.017680,0.104213,1.532090
2500,0.600000,2,4,241311,159114,2865668,1,1,0.309404,0.578447,0.181349,0.018603,0.113969,1.218031
2500,0.600000,2,8,241311,159114,2865668,1,1,0.360727,0.313900,0.392438,0.029690,0.113497,1.237623
2500,0.800000,2,1,241311,8892,4988839,1,1,0.311142,0.416823,0.000000,0.004721,0.006462,0.739264
2500,0.800000,2,2,241311,8892,4988839,1,1,0.300351,0.224541,0.003932,0.002595,0.006587,0.538167
2500,0.800000,2,4,241311,8892,4988839,1,1,0.282286,0.176891,0.015633,0.002529,0.007032,0.484617
2500,0.800000,2,8,241311,8892,4988839,1,1,0.299467,0.074598,0.028490,0.002514,0.006581,0.412036
2500,1.000000,2,1,241311,1,6250000,1,1,0.280692,0.315911,0.000000,0.000159,0.000171,0.596942
2500,1.000000,2,2,241311,1,6250000,1,1,0.260825,0.168757,0.000192,0.001522,0.000197,0.431501
2500,1.000000,2,4,241311,1,6250000,1,1,0.268730,0.132469,0.000465,0.001542,0.000184,0.403399
2500,1.000000,2,8,241311,1,6250000,1,1,0.260763,0.076756,0.001194,0.001528,0.000171,0.340421
3000,0.000000,2,1,241311,0,0,0,0,0.339289,0.016044,0.000000,0.007730,0.000021,0.363084
3000,0.000000,2,2,241311,0,0,0,0,0.337706,0.008735,0.000019,0.007103,0.000021,0.353585
3000,0.000000,2,4,241311,0,0,0,0,0.351739,0.014578,0.000046,0.001097,0.000024,0.367484
3000,0.000000,2,8,241311,0,0,0,0,0.350597,0.010555,0.000097,0.001095,0.000025,0.362368
3000,0.200000,2,1,241311,1092977,27,0,0,0.377502,13.884219,0.000001,0.039475,0.029585,14.347845
3000,0.200000,2,2,241311,1092977,27,0,0,0.402523,7.363462,0.016618,0.040010,0.030120,7.878673
3000,0.200000,2,4,241311,1092977,27,0,0,0.387217,3.871113,0.053922,0.041370,0.031420,4.436466
3000,0.200000,2,8,241311,1092977,27,0,0,0.382777,2.094059,0.124890,0.089131,0.031350,2.812001
3000,0.400000,2,1,241311,954788,146,0,0,0.444243,12.170087,0.000001,0.049807,0.128604,12.810688
3000,0.400000,2,2,241311,954788,146,0,0,0.428747,6.520984,0.071399,0.052788,0.139198,7.243099
3000,0.400000,2,4,241311,954788,146,0,0,0.475564,3.405970,0.210876,0.059868,0.127895,4.331186
3000,0.400000,2,8,241311,954788,146,0,0,0.431647,1.868721,0.508631,0.122739,0.137951,3.170253
3000,0.600000,2,1,241311,228183,4055599,1,1,0.413982,3.355356,0.000007,0.022483,0.151029,3.946822
3000,0.600000,2,2,241311,228183,4055599,1,1,0.424332,1.766830,0.084142,0.023623,0.150638,2.456050
3000,0.600000,2,4,241311,228183,4055599,1,1,0.427801,0.937091,0.243760,0.028717,0.152940,1.802273
3000,0.600000,2,8,241311,228183,4055599,1,1,0.428302,0.524504,0.580366,0.033656,0.155499,1.758188
3000,0.800000,2,1,241311,12352,7186630,1,1,0.371889,0.650645,0.000000,0.002248,0.014075,1.039107
3000,0.800000,2,2,241311,12352,7186630,1,1,0.422884,0.358691,0.005948,0.002092,0.013165,0.803073
3000,0.800000,2,4,241311,12352,7186630,1,1,0.392244,0.219580,0.017679,0.003433,0.013622,0.647042
3000,0.800000,2,8,241311,12352,7186630,1,1,0.378520,0.120637,0.043704,0.003434,0.013264,0.560299
3000,1.000000,2,1,241311,1,9000000,1,1,0.372199,0.455402,0.000000,0.000195,0.000206,0.828013
3000,1.000000,2,2,241311,1,9000000,1,1,0.353126,0.242874,0.000215,0.000201,0.000220,0.596646
3000,1.000000,2,4,241311,1,9000000,1,1,0.377361,0.167452,0.000626,0.001564,0.000208,0.547223
3000,1.000000,2,8,241311,1,9000000,1,1,0.385538,0.083317,0.001366,0.001576,0.000207,0.472015
3500,0.000000,2,1,241311,0,0,0,0,0.450247,0.021830,0.000000,0.005130,0.000025,0.477232
3500,0.000000,2,2,241311,0,0,0,0,0.450036,0.011826,0.000022,0.003324,0.000024,0.465232
3500,0.000000,2,4,241311,0,0,0,0,0.457375,0.023566,0.000049,0.001111,0.000026,0.482128
3500,0.000000,2,8,241311,0,0,0,0,0.461669,0.013040,0.000092,0.001103,0.000026,0.475931
3500,0.200000,2,1,241311,1489155,23,0,0,0.508968,22.032431,0.000001,0.055034,0.042790,22.663068
3500,0.200000,2,2,241311,1489155,23,0,0,0.521715,11.663084,0.021306,0.050675,0.039880,12.330983
3500,0.200000,2,4,241311,1489155,23,0,0,0.524141,5.947593,0.065984,0.202752,0.039299,6.843506
3500,0.200000,2,8,241311,1489155,23,0,0,0.525839,3.303360,0.151307,0.120352,0.039898,4.253733
3500,0.400000,2,1,241311,1300991,182,0,0,0.556192,19.260098,0.000001,0.067334,0.172450,20.080963
3500,0.400000,2,2,241311,1300991,182,0,0,0.554153,10.287767,0.083298,0.071608,0.173260,11.214292
3500,0.400000,2,4,241311,1300991,182,0,0,0.540863,5.679301,0.267360,0.070437,0.172788,6.800041
3500,0.400000,2,8,241311,1300991,182,0,0,0.550379,2.935102,0.653791,0.178632,0.171742,4.628130
3500,0.600000,2,1,241311,311938,5640776,1,1,0.552605,5.190220,0.000001,0.032624,0.211725,5.993293
3500,0.600000,2,2,241311,311938,5640776,1,1,0.575076,2.765986,0.109089,0.033482,0.212755,3.708086
3500,0.600000,2,4,241311,311938,5640776,1,1,0.586354,1.483671,0.337860,0.037517,0.216222,2.683988
3500,0.600000,2,8,241311,311938,5640776,1,1,0.566001,0.810079,0.755141,0.088107,0.221835,2.489536
3500,0.800000,2,1,241311,17265,9780053,1,1,0.520576,0.917023,0.000000,0.002232,0.013441,1.453413
3500,0.800000,2,2,241311,17265,9780053,1,1,0.525998,0.482828,0.008793,0.002252,0.014284,1.034614
3500,0.800000,2,4,241311,17265,9780053,1,1,0.498788,0.260191,0.023536,0.003471,0.013502,0.799934
3500,0.800000,2,8,241311,17265,9780053,1,1,0.550690,0.156112,0.061042,0.003570,0.013798,0.786206
3500,1.000000,2,1,241311,1,12250000,1,1,0.519786,0.645133,0.000000,0.000259,0.000246,1.165436
3500,1.000000,2,2,241311,1,12250000,1,1,0.531484,0.360510,0.000261,0.000233,0.000256,0.892756
3500,1.000000,2,4,241311,1,12250000,1,1,0.489095,0.236416,0.000680,0.001541,0.000238,0.727982
3500,1.000000,2,8,241311,1,12250000,1,1,0.469927,0.110581,0.001606,0.001619,0.000257,0.584004
4000,0.000000,2,1,241311,0,0,0,0,0.591231,0.028577,0.000000,0.001821,0.000029,0.621659
4000,0.000000,2,2,241311,0,0,0,0,0.587680,0.015379,0.000026,0.000974,0.000032,0.604091
4000,0.000000,2,4,241311,0,0,0,0,0.588657,0.020181,0.000054,0.001455,0.000030,0.610378
4000,0.000000,2,8,241311,0,0,0,0,0.586803,0.020105,0.000116,0.001162,0.000034,0.608220
4000,0.200000,2,1,241311,1945305,27,0,0,0.626036,32.417307,0.000001,0.064075,0.050562,33.187611
4000,0.200000,2,2,241311,1945305,27,0,0,0.678900,16.771821,0.028519,0.066795,0.048156,17.638597
4000,0.200000,2,4,241311,1945305,27,0,0,0.683472,9.118524,0.084304,0.065256,0.048695,10.079575
4000,0.200000,2,8,241311,1945305,27,0,0,0.634465,4.897343,0.224600,0.136125,0.055372,6.127111
4000,0.400000,2,1,241311,1698743,184,0,0,0.725281,28.627512,0.000001,0.091019,0.220658,29.696893
4000,0.400000,2,2,241311,1698743,184,0,0,0.707121,14.321252,0.125804,0.432999,0.220470,15.856521
4000,0.400000,2,4,241311,1698743,184,0,0,0.705164,7.716001,0.380049,0.446113,0.221082,9.557171
4000,0.400000,2,8,241311,1698743,184,0,0,0.723684,4.350373,0.926425,0.146905,0.240051,6.574433
4000,0.600000,2,1,241311,405695,7383202,1,1,0.743137,7.510886,0.000001,0.040399,0.265833,8.567514
4000,0.600000,2,2,241311,405695,7383202,1,1,0.701571,3.778921,0.144703,0.108682,0.266078,5.011106
4000,0.600000,2,4,241311,405695,7383202,1,1,0.729993,2.181932,0.465546,0.042709,0.278305,3.725546
4000,0.600000,2,8,241311,405695,7383202,1,1,0.693083,1.205105,1.058908,0.076220,0.275667,3.374977
4000,0.800000,2,1,241311,22450,12773410,1,1,0.652751,1.245433,0.000001,0.002766,0.019497,1.920654
4000,0.800000,2,2,241311,22450,12773410,1,1,0.646081,0.617187,0.010465,0.006225,0.019699,1.299994
4000,0.800000,2,4,241311,22450,12773410,1,1,0.637419,0.426406,0.038154,0.004504,0.020478,1.127805
4000,0.800000,2,8,241311,22450,12773410,1,1,0.647732,0.213754,0.075784,0.003914,0.019773,0.962251
4000,1.000000,2,1,241311,1,16000000,1,1,0.632938,0.817334,0.000000,0.000365,0.000297,1.450948
4000,1.000000,2,2,241311,1,16000000,1,1,0.611291,0.411819,0.000277,0.006051,0.000273,1.029725
4000,1.000000,2,4,241311,1,16000000,1,1,0.614344,0.280774,0.000747,0.001594,0.000306,0.897780
4000,1.000000,2,8,241311,1,16000000,1,1,0.615664,0.148273,0.001840,0.001634,0.000332,0.767758
4500,0.000000,2,1,241311,0,0,0,0,0.727855,0.036362,0.000000,0.002817,0.000030,0.767064
4500,0.000000,2,2,241311,0,0,0,0,0.737989,0.018803,0.000028,0.002703,0.000029,0.759552
4500,0.000000,2,4,241311,0,0,0,0,0.732682,0.023134,0.000059,0.001472,0.000028,0.757376
4500,0.000000,2,8,241311,0,0,0,0,0.719262,0.014086,0.000116,0.001444,0.000028,0.734937
4500,0.200000,2,1,241311,2460892,25,0,0,0.792938,46.350889,0.000001,0.082848,0.057580,47.316621
4500,0.200000,2,2,241311,2460892,25,0,0,0.790214,23.257795,0.037123,0.121358,0.062923,24.323771
4500,0.200000,2,4,241311,2460892,25,0,0,0.802031,12.393911,0.109048,0.657665,0.067551,14.152878
4500,0.200000,2,8,241311,2460892,25,0,0,0.808943,6.964623,0.246815,0.263791,0.063480,8.539581
4500,0.400000,2,1,241311,2147120,144,0,0,0.885856,40.575119,0.000001,0.180504,0.274010,41.953261
4500,0.400000,2,2,241311,2147120,144,0,0,0.888911,20.479139,0.148629,0.232705,0.281225,22.091316
4500,0.400000,2,4,241311,2147120,144,0,0,0.875624,12.152520,0.457687,0.128754,0.308251,14.033611
4500,0.400000,2,8,241311,2147120,144,0,0,0.940367,6.180731,1.157454,0.352599,0.309883,9.189745
4500,0.600000,2,2,241311,512803,9336281,1,1,0.881673,5.680664,0.173023,0.662373,0.355777,7.770988
4500,0.600000,2,4,241311,512803,9336281,1,1,0.892497,2.954182,0.535158,0.163504,0.352234,4.940428
4500,0.600000,2,8,241311,512803,9336281,1,1,0.926804,1.649477,1.308880,0.133463,0.364134,4.467633
4500,0.800000,2,1,241311,28652,16169142,1,1,0.829997,1.674638,0.000001,0.005723,0.025758,2.536628
4500,0.800000,2,2,241311,28652,16169142,1,1,0.837281,0.861999,0.011905,0.005427,0.027687,1.745066
4500,0.800000,2,4,241311,28652,16169142,1,1,0.827742,0.486219,0.040362,0.005556,0.026001,1.387200
4500,0.800000,2,8,241311,28652,16169142,1,1,0.833729,0.302970,0.089299,0.005700,0.026265,1.260094
4500,1.000000,2,1,241311,1,20250000,1,1,0.783186,1.046824,0.000000,0.001757,0.000313,1.832095
4500,1.000000,2,2,241311,1,20250000,1,1,0.796007,0.561176,0.000320,0.001634,0.000320,1.359473
4500,1.000000,2,4,241311,1,20250000,1,1,0.810451,0.386650,0.000937,0.001904,0.000313,1.200271
4500,1.000000,2,8,241311,1,20250000,1,1,0.767280,0.205887,0.001822,0.001563,0.000341,0.976908
5000,0.000000,2,1,241311,0,0,0,0,0.894002,0.044640,0.000000,0.003135,0.000033,0.941811
5000,0.000000,2,2,241311,0,0,0,0,0.908603,0.023725,0.000042,0.001448,0.000032,0.933851
5000,0.000000,2,4,241311,0,0,0,0,0.895820,0.032102,0.000082,0.003095,0.000035,0.931133
5000,0.000000,2,8,241311,0,0,0,0,0.894068,0.023620,0.000138,0.001480,0.000034,0.919340
5000,0.200000,2,1,241311,3038164,32,0,0,0.977467,63.998873,0.000005,1.386689,0.081312,66.489616
5000,0.200000,2,2,241311,3038164,32,0,0,0.983905,35.055286,0.047018,0.102075,0.077862,36.331765
5000,0.200000,2,4,241311,3038164,32,0,0,1.001104,18.536611,0.138531,0.101751,0.079990,19.973084
5000,0.200000,2,8,241311,3038164,32,0,0,1.013116,9.661737,0.320201,0.174299,0.085867,11.495934
5000,0.400000,2,1,241311,2651757,170,0,0,1.143329,58.625817,0.000005,0.139377,0.360730,60.316504
5000,0.400000,2,2,241311,2651757,170,0,0,1.119829,30.927136,0.185793,0.139352,0.343554,32.790099
5000,0.400000,2,4,241311,2651757,170,0,0,1.104499,15.535517,0.569111,0.623793,0.410455,18.400274
5000,0.400000,2,8,241311,2651757,170,0,0,1.069686,8.491160,1.260206,0.506135,0.361265,11.962522
5000,0.600000,2,1,241311,632939,11422095,1,1,1.142379,14.762790,0.000001,0.069107,0.427477,16.415537
5000,0.600000,2,2,241311,632939,11422095,1,1,1.110999,7.837914,0.233298,0.070928,0.454463,9.727393
5000,0.600000,2,4,241311,632939,11422095,1,1,1.150326,4.159414,0.731461,0.072919,0.456900,6.627644
5000,0.600000,2,8,241311,632939,11422095,1,1,1.139372,2.242173,1.740287,0.144022,0.430592,5.752287
5000,0.800000,2,1,241311,35441,19962940,1,1,0.996460,2.115180,0.000001,0.160526,0.031720,3.304243
5000,0.800000,2,2,241311,35441,19962940,1,1,0.974086,1.107719,0.013996,0.006140,0.031310,2.134167
5000,0.800000,2,4,241311,35441,19962940,1,1,0.983141,0.750808,0.047513,0.006297,0.031180,1.820036
5000,0.800000,2,8,241311,35441,19962940,1,1,0.984012,0.392488,0.110447,0.006387,0.031085,1.526519
5000,1.000000,2,1,241311,1,25000000,1,1,0.948635,1.262739,0.000001,0.023990,0.000350,2.235733
5000,1.000000,2,2,241311,1,25000000,1,1,0.966088,0.692111,0.000396,0.001754,0.000378,1.660743
5000,1.000000,2,4,241311,1,25000000,1,1,0.934650,0.407147,0.000936,0.001678,0.000349,1.344777
5000,1.000000,2,8,241311,1,25000000,1,1,0.944760,0.224359,0.002164,0.001624,0.000345,1.173270
500,0.000000,2,1,14314,0,0,0,0,0.058246,0.000457,0.000000,0.000328,0.000003,0.059034
500,0.000000,2,2,14314,0,0,0,0,0.055678,0.000417,0.000003,0.001328,0.000003,0.057429
500,0.000000,2,4,14314,0,0,0,0,0.070134,0.003861,0.000007,0.001769,0.000003,0.075774
500,0.000000,2,8,14314,0,0,0,0,0.044723,0.007626,0.000018,0.001814,0.000004,0.054186
500,0.200000,2,1,14314,30432,18,0,0,0.046136,0.071977,0.000000,0.002876,0.000739,0.122157
500,0.200000,2,2,14314,30432,18,0,0,0.056787,0.037925,0.000558,0.002894,0.000747,0.099580
500,0.200000,2,4,14314,30432,18,0,0,0.070682,0.041512,0.001188,0.002878,0.000742,0.118273
500,0.200000,2,8,14314,30432,18,0,0,0.060297,0.016763,0.002858,0.002862,0.000740,0.085636
500,0.400000,2,1,14314,26237,127,0,0,0.046030,0.066589,0.000000,0.003812,0.003128,0.120089
500,0.400000,2,2,14314,26237,127,0,0,0.060219,0.035510,0.001808,0.003148,0.003127,0.104618
500,0.400000,2,4,14314,26237,127,0,0,0.046162,0.045259,0.004705,0.003161,0.002990,0.103597
500,0.400000,2,8,14314,26237,127,0,0,0.053556,0.016108,0.012008,0.003212,0.003124,0.090476
500,0.600000,2,1,14314,6265,120000,1,1,0.056393,0.025850,0.000000,0.002402,0.003599,0.088363
500,0.600000,2,2,14314,6265,120000,1,1,0.054659,0.013909,0.002357,0.002707,0.003536,0.077355
500,0.600000,2,4,14314,6265,120000,1,1,0.055539,0.023079,0.006573,0.002338,0.003533,0.091385
